"","chromosome","source","type","start","end","score","strand","phase","gene_symbol","gene_ensID","length","entrezid"
"2315723","7","ensembl_havana","gene",151428835,151440813,".","-",".","CRYGN","ENSG00000127377",11979,"155051"
"2315772","7","ensembl_havana","gene",151466012,151520120,".","-",".","RHEB","ENSG00000106615",54109,"6009"
"2315895","7","ensembl_havana","gene",151556111,151877125,".","-",".","PRKAG2","ENSG00000106617",321015,"51422"
"2316205","7","ensembl_havana","gene",151956379,152019934,".","+",".","GALNTL5","ENSG00000106648",63556,"168391"
"2316407","7","ensembl_havana","gene",152025674,152122347,".","+",".","GALNT11","ENSG00000178234",96674,"63917"
"2316585","7","ensembl_havana","gene",152134922,152436005,".","-",".","KMT2C","ENSG00000055609",301084,"58508"
"2317167","7","havana","gene",152436895,152443187,".","+",".","FABP5P3","ENSG00000241735",6293,"220832"
"2317209","7","ensembl_havana","gene",152644779,152676165,".","-",".","XRCC2","ENSG00000196584",31387,"7516"
"2317238","7","ensembl_havana","gene",152759749,152855378,".","+",".","ACTR3B","ENSG00000133627",95630,"57180"
"2317380","7","ensembl_havana","gene",153887097,154894285,".","+",".","DPP6","ENSG00000130226",1007189,"1804"
"2317748","7","havana","gene",154928498,154949908,".","+",".","PAXIP1-AS2","ENSG00000214106",21411,"100132707"
"2317768","7","ensembl_havana","gene",154943687,155003084,".","-",".","PAXIP1","ENSG00000157212",59398,"22976"
"2317995","7","havana","gene",155067067,155071557,".","-",".","HTR5A-AS1","ENSG00000220575",4491,"100128264"
"2318002","7","ensembl_havana","gene",155070324,155085749,".","+",".","HTR5A","ENSG00000157219",15426,"3361"
"2318067","7","ensembl_havana","gene",155297776,155310235,".","+",".","INSIG1","ENSG00000186480",12460,"3638"
"2318151","7","ensembl_havana","gene",155356985,155367934,".","-",".","BLACE","ENSG00000204960",10950,"338436"
"2318237","7","ensembl_havana","gene",155458129,155464831,".","+",".","EN2","ENSG00000164778",6703,"2020"
"2318268","7","ensembl_havana","gene",155474206,155555450,".","-",".","CNPY1","ENSG00000146910",81245,"285888"
"2318382","7","havana","gene",155611231,155645205,".","-",".","AC009403.2","ENSG00000216895",33975,"100506302"
"2318406","7","ensembl_havana","gene",155644451,155781485,".","+",".","RBM33","ENSG00000184863",137035,"155435"
"2318587","7","ensembl_havana","gene",155799986,155812273,".","-",".","SHH","ENSG00000164690",12288,"6469"
"2318773","7","ensembl_havana","gene",156640281,156677130,".","+",".","RNF32","ENSG00000105982",36850,"140545"
"2318988","7","ensembl_havana","gene",156668946,156893230,".","-",".","LMBR1","ENSG00000105983",224285,"64327"
"2319329","7","ensembl_havana","gene",156949723,156973182,".","+",".","NOM1","ENSG00000146909",23460,"64434"
"2319384","7","ensembl_havana","gene",156994051,157010651,".","-",".","MNX1","ENSG00000130675",16601,"3110"
"2319463","7","havana","gene",157006307,157007132,".","+",".","MNX1-AS2","ENSG00000235029",826,"105375606"
"2319546","7","ensembl_havana","gene",157138913,157269372,".","+",".","UBE3C","ENSG00000009335",130460,"9690"
"2319712","7","ensembl_havana","gene",157335381,157417439,".","+",".","DNAJB6","ENSG00000105993",82059,"10049"
"2319994","7","ensembl_havana","gene",157539056,158587788,".","-",".","PTPRN2","ENSG00000155093",1048733,"5799"
"2320215","7","havana","gene",157614023,157618765,".","+",".","AC005481.5","ENSG00000222012",4743,"105375614"
"2320322","7","havana","gene",157854529,157866092,".","+",".","AC011899.9","ENSG00000233038",11564,"100506585"
"2320474","7","ensembl_havana","gene",158631311,158704829,".","-",".","NCAPG2","ENSG00000146918",73519,"54892"
"2320830","7","ensembl_havana","gene",158730995,158830253,".","-",".","ESYT2","ENSG00000117868",99259,"57488"
"2321047","7","ensembl_havana","gene",158856578,158956747,".","+",".","WDR60","ENSG00000126870",100170,"55112"
"2321232","7","ensembl_havana","gene",159028175,159144957,".","-",".","VIPR2","ENSG00000106018",116783,"7434"
"2321384","8","ensembl_havana","gene",166049,167043,".","-",".","OR4F21","ENSG00000176269",995,"441308"
"2321416","8","ensembl_havana","gene",232137,247342,".","+",".","ZNF596","ENSG00000172748",15206,"169270"
"2321604","8","ensembl_havana","gene",406428,477967,".","+",".","FBXO25","ENSG00000147364",71540,"26260"
"2321759","8","ensembl_havana","gene",489792,545781,".","-",".","TDRP","ENSG00000180190",55990,"157695"
"2321818","8","ensembl_havana","gene",614746,738106,".","-",".","ERICH1","ENSG00000104714",123361,"157697"
"2321984","8","ensembl_havana","gene",737596,1708474,".","+",".","DLGAP2","ENSG00000198010",970879,"9228"
"2322341","8","havana","gene",1565509,1622417,".","-",".","DLGAP2-AS1","ENSG00000253267",56909,"100507435"
"2322386","8","ensembl_havana","gene",1755778,1801711,".","+",".","CLN8","ENSG00000182372",45934,"2055"
"2322495","8","havana","gene",1761990,1764502,".","-",".","CTD-2336O2.1","ENSG00000253982",2513,"101927752"
"2322678","8","ensembl_havana","gene",1823976,1958641,".","+",".","ARHGEF10","ENSG00000104728",134666,"9639"
"2323091","8","ensembl_havana","gene",1973878,2006936,".","+",".","KBTBD11","ENSG00000176595",33059,"9920"
"2323152","8","ensembl_havana","gene",2045040,2165552,".","+",".","MYOM2","ENSG00000036448",120513,"9172"
"2323457","8","ensembl_havana","gene",2935353,4994972,".","-",".","CSMD1","ENSG00000183117",2059620,"64478"
"2324587","8","havana","gene",6403551,6407142,".","-",".","RP11-115C21.2","ENSG00000246089",3592,"100287015"
"2324601","8","ensembl_havana","gene",6406592,6648504,".","+",".","MCPH1","ENSG00000147316",241913,"79648"
"2324692","8","ensembl_havana","gene",6499651,6563409,".","-",".","ANGPT2","ENSG00000091879",63759,"285"
"2324804","8","ensembl_havana","gene",6708357,6759666,".","+",".","AGPAT5","ENSG00000155189",51310,"55326"
"2324881","8","ensembl_havana","gene",6808517,6835644,".","-",".","XKR5","ENSG00000275591",27128,"389610"
"2324939","8","ensembl_havana","gene",6870575,6878022,".","-",".","DEFB1","ENSG00000164825",7448,"1672"
"2324951","8","ensembl_havana","gene",6924693,6926076,".","-",".","DEFA6","ENSG00000164822",1384,"1671"
"2324965","8","ensembl_havana","gene",6935822,6938338,".","-",".","DEFA4","ENSG00000164821",2517,"1669"
"2324975","8","havana","gene",6950726,6951599,".","-",".","DEFA8P","ENSG00000223629",874,"449491"
"2324980","8","havana","gene",6959289,6960161,".","-",".","DEFA9P","ENSG00000233238",873,"449492"
"2324988","8","ensembl_havana","gene",6977649,6980080,".","-",".","DEFA1","ENSG00000206047",2432,"1667"
"2325005","8","havana","gene",6987178,6989721,".","-",".","DEFT1P","ENSG00000215378",2544,"170949"
"2325011","8","ensembl_havana","gene",6996766,6999195,".","-",".","DEFA1B","ENSG00000240247",2430,"728358"
"2325022","8","havana","gene",7006293,7007389,".","-",".","DEFT1P2","ENSG00000232039",1097,"100287083"
"2325027","8","ensembl_havana","gene",7015869,7018301,".","-",".","DEFA3","ENSG00000239839",2433,"1668"
"2325038","8","havana","gene",7028641,7029489,".","-",".","DEFA11P","ENSG00000234178",849,"724068"
"2325046","8","ensembl_havana","gene",7055304,7056734,".","-",".","DEFA5","ENSG00000164816",1431,"1670"
"2325173","8","havana","gene",7312846,7319951,".","+",".","DEFB109P1B","ENSG00000206034",7106,"641517"
"2325177","8","ensembl_havana","gene",7332387,7333979,".","+",".","USP17L1","ENSG00000230549",1593,"401447"
"2325181","8","ensembl_havana","gene",7337115,7338707,".","+",".","USP17L4","ENSG00000236125",1593,"645402"
"2325191","8","ensembl_havana","gene",7355517,7385558,".","-",".","ZNF705G","ENSG00000215372",30042,"100131980"
"2325213","8","ensembl_havana","gene",7414860,7416863,".","-",".","DEFB4B","ENSG00000177257",2004,"100289462"
"2325224","8","ensembl_havana","gene",7428888,7430348,".","-",".","DEFB103B","ENSG00000177243",1461,"55894"
"2325232","8","ensembl_havana","gene",7442684,7463674,".","-",".","SPAG11B","ENSG00000164871",20991,"10407"
"2325316","8","ensembl_havana","gene",7470308,7475082,".","-",".","DEFB104B","ENSG00000177023",4775,"503618"
"2325324","8","ensembl_havana","gene",7482504,7486400,".","-",".","DEFB106B","ENSG00000187082",3897,"503841"
"2325332","8","ensembl_havana","gene",7487669,7489593,".","+",".","DEFB105B","ENSG00000186599",1925,"504180"
"2325342","8","ensembl_havana","gene",7495846,7509311,".","+",".","DEFB107B","ENSG00000198129",13466,"503614"
"2325353","8","ensembl_havana","gene",7539628,7542450,".","+",".","PRR23D1","ENSG00000255251",2823,"100131608"
"2325503","8","ensembl_havana","gene",7778591,7781413,".","-",".","PRR23D2","ENSG00000255378",2823,"100133251"
"2325526","8","ensembl_havana","gene",7811720,7815716,".","-",".","DEFB107A","ENSG00000186572",3997,"245910"
"2325534","8","ensembl_havana","gene",7821966,7823889,".","-",".","DEFB105A","ENSG00000186562",1924,"245908"
"2325544","8","ensembl_havana","gene",7825172,7829053,".","+",".","DEFB106A","ENSG00000186579",3882,"245909"
"2325552","8","ensembl_havana","gene",7836471,7841242,".","+",".","DEFB104A","ENSG00000176782",4772,"140596"
"2325560","8","ensembl_havana","gene",7847876,7868867,".","+",".","SPAG11A","ENSG00000178287",20992,"653423"
"2325636","8","ensembl_havana","gene",7881204,7882664,".","+",".","DEFB103A","ENSG00000176797",1461,"414325"
"2325647","8","ensembl_havana","gene",7894629,7896711,".","+",".","DEFB4A","ENSG00000171711",2083,"1673"
"2325655","8","ensembl_havana","gene",7926337,7952413,".","+",".","ZNF705B","ENSG00000215356",26077,"100132396"
"2325704","8","havana","gene",7971661,7973253,".","-",".","USP17L8","ENSG00000237038",1593,"392188"
"2325708","8","havana","gene",7976393,7977985,".","-",".","USP17L3","ENSG00000225327",1593,"645836"
"2325803","8","havana","gene",8228595,8244865,".","+",".","FAM86B3P","ENSG00000173295",16271,"286042"
"2325872","8","ensembl_havana","gene",8317736,8386498,".","-",".","SGK223","ENSG00000275342",68763,"157285"
"2325957","8","ensembl_havana","gene",8701938,8704106,".","+",".","CLDN23","ENSG00000253958",2169,"137075"
"2325986","8","ensembl_havana","gene",8783354,8893645,".","-",".","MFHAS1","ENSG00000147324",110292,"9258"
"2326047","8","ensembl_havana","gene",9002147,9116746,".","+",".","ERI1","ENSG00000104626",114600,"90459"
"2326163","8","ensembl_havana","gene",9136255,9151574,".","-",".","PPP1R3B","ENSG00000173281",15320,"79660"
"2326308","8","ensembl_havana","gene",9555914,9782346,".","+",".","TNKS","ENSG00000173273",226433,"8658"
"2326566","8","ensembl_havana","gene",10054268,10428891,".","+",".","MSRA","ENSG00000175806",374624,"4482"
"2326770","8","ensembl_havana","gene",10525546,10554166,".","+",".","PRSS55","ENSG00000184647",28621,"203074"
"2326812","8","ensembl_havana","gene",10606349,10712187,".","-",".","RP1L1","ENSG00000183638",105839,"94137"
"2326835","8","ensembl_havana","gene",10672637,10700593,".","+",".","C8orf74","ENSG00000171060",27957,"203076"
"2326897","8","ensembl_havana","gene",10723768,10730512,".","-",".","SOX7","ENSG00000171056",6745,"83595"
"2326942","8","ensembl_havana","gene",10764963,10839884,".","-",".","PINX1","ENSG00000254093",74922,"54984"
"2327050","8","ensembl_havana","gene",10896045,11201366,".","-",".","XKR6","ENSG00000171044",305322,"286046"
"2327152","8","ensembl_havana","gene",11284416,11328146,".","+",".","MTMR9","ENSG00000104643",43731,"66036"
"2327236","8","ensembl_havana","gene",11330888,11332208,".","+",".","SLC35G5","ENSG00000177710",1321,"83650"
"2327242","8","ensembl_havana","gene",11339637,11368452,".","+",".","TDH","ENSG00000154316",28816,"157739"
"2327281","8","havana","gene",11345748,11347502,".","-",".","AF131216.5","ENSG00000255020",1755,"100129129"
"2327294","8","havana","gene",11368402,11438658,".","+",".","FAM167A-AS1","ENSG00000184608",70257,"83656"
"2327323","8","ensembl_havana","gene",11421463,11474715,".","-",".","FAM167A","ENSG00000154319",53253,"83648"
"2327380","8","ensembl_havana","gene",11494001,11564604,".","+",".","BLK","ENSG00000136573",70604,"640"
"2327490","8","ensembl_havana","gene",11676959,11760002,".","+",".","GATA4","ENSG00000136574",83044,"2626"
"2327654","8","ensembl_havana","gene",11769639,11787346,".","+",".","NEIL2","ENSG00000154328",17708,"252969"
"2327740","8","ensembl_havana","gene",11795573,11839309,".","+",".","FDFT1","ENSG00000079459",43737,"2222"
"2328102","8","ensembl_havana","gene",11842524,11869448,".","-",".","CTSB","ENSG00000164733",26925,"1508"
"2328567","8","ensembl_havana","gene",11973937,11974599,".","-",".","DEFB136","ENSG00000205884",663,"613210"
"2328574","8","ensembl_havana","gene",11982321,11984590,".","+",".","DEFB135","ENSG00000205883",2270,"613209"
"2328580","8","ensembl_havana","gene",11993174,11996312,".","-",".","DEFB134","ENSG00000205882",3139,"613211"
"2328616","8","ensembl_havana","gene",12064389,12071747,".","-",".","RP11-1236K1.1","ENSG00000233050",7359,"100133267"
"2328629","8","ensembl_havana","gene",12104389,12115516,".","+",".","ZNF705D","ENSG00000215343",11128,"728957"
"2328668","8","havana","gene",12128107,12129298,".","-",".","RP11-1236K1.8","ENSG00000254923",1192,"392196"
"2328671","8","ensembl_havana","gene",12132417,12134444,".","-",".","USP17L7","ENSG00000226430",2028,"392197"
"2328676","8","ensembl_havana","gene",12137168,12139077,".","-",".","USP17L2","ENSG00000223443",1910,"377630"
"2328699","8","ensembl_havana","gene",12182096,12194133,".","-",".","FAM86B1","ENSG00000186523",12038,"85002"
"2328952","8","ensembl_havana","gene",12310962,12318316,".","-",".","DEFB130","ENSG00000232948",7355,"245940"
"2329014","8","ensembl_havana","gene",12425614,12436343,".","-",".","FAM86B2","ENSG00000145002",10730,"653333"
"2329172","8","ensembl_havana","gene",12721894,12756073,".","-",".","LONRF1","ENSG00000154359",34180,"91694"
"2329350","8","ensembl_havana","gene",12945642,13031503,".","+",".","KIAA1456","ENSG00000250305",85862,"57604"
"2329445","8","ensembl_havana","gene",13083361,13604610,".","-",".","DLC1","ENSG00000164741",521250,"10395"
"2329693","8","ensembl_havana","gene",13566843,13568287,".","+",".","C8orf48","ENSG00000164743",1445,"157773"
"2329720","8","havana","gene",14089864,15238339,".","-",".","SGCZ","ENSG00000185053",1148476,"137868"
"2329791","8","ensembl_havana","gene",15417215,15766649,".","+",".","TUSC3","ENSG00000104723",349435,"7991"
"2329989","8","ensembl_havana","gene",16107878,16567490,".","-",".","MSR1","ENSG00000038945",459613,"4481"
"2330195","8","ensembl_havana","gene",16992169,17002181,".","-",".","FGF20","ENSG00000078579",10013,"26281"
"2330222","8","ensembl_havana","gene",17027238,17122644,".","+",".","MICU3","ENSG00000155970",95407,"286097"
"2330322","8","ensembl_havana","gene",17156029,17224799,".","+",".","ZDHHC2","ENSG00000104219",68771,"51201"
"2330384","8","ensembl_havana","gene",17224964,17246878,".","-",".","CNOT7","ENSG00000198791",21915,"29883"
"2330506","8","ensembl_havana","gene",17246571,17302427,".","+",".","VPS37A","ENSG00000155975",55857,"137492"
"2330667","8","ensembl_havana","gene",17298030,17413528,".","-",".","MTMR7","ENSG00000003987",115499,"9108"
"2330790","8","ensembl_havana","gene",17497088,17570573,".","+",".","SLC7A2","ENSG00000003989",73486,"6542"
"2330948","8","ensembl_havana","gene",17576433,17644071,".","+",".","PDGFRL","ENSG00000104213",67639,"5157"
"2330991","8","ensembl_havana","gene",17643795,17800917,".","-",".","MTUS1","ENSG00000129422",157123,"57509"
"2331366","8","ensembl_havana","gene",17864380,17910365,".","-",".","FGL1","ENSG00000104760",45986,"2267"
"2331537","8","ensembl_havana","gene",17922840,18029944,".","+",".","PCM1","ENSG00000078674",107105,"5108"
"2332030","8","ensembl_havana","gene",18055992,18084998,".","-",".","ASAH1","ENSG00000104763",29007,"427"
"2333364","8","havana","gene",18084868,18096394,".","+",".","CTD-2547L16.1","ENSG00000245281",11527,"101929066"
"2333393","8","ensembl_havana","gene",18170477,18223689,".","+",".","NAT1","ENSG00000171428",53213,"9"
"2333486","8","ensembl_havana","gene",18391245,18401218,".","+",".","NAT2","ENSG00000156006",9974,"10"
"2333501","8","ensembl_havana","gene",18527301,19084730,".","-",".","PSD3","ENSG00000156011",557430,"23362"
"2333900","8","ensembl_havana","gene",19313617,19396218,".","+",".","SH2D4A","ENSG00000104611",82602,"63898"
"2333993","8","ensembl_havana","gene",19404161,19758029,".","-",".","CSGALNACT1","ENSG00000147408",353869,"55790"
"2334180","8","ensembl_havana","gene",19817140,19852083,".","+",".","INTS10","ENSG00000104613",34944,"55174"
"2334362","8","ensembl_havana","gene",19901717,19967258,".","+",".","LPL","ENSG00000175445",65542,"4023"
"2334449","8","ensembl_havana","gene",20144855,20183206,".","-",".","SLC18A1","ENSG00000036565",38352,"6570"
"2334722","8","ensembl_havana","gene",20197367,20226819,".","+",".","ATP6V1B2","ENSG00000147416",29453,"526"
"2334828","8","ensembl_havana","gene",20246165,20303963,".","-",".","LZTS1","ENSG00000061337",57799,"11178"
"2334981","8","ensembl_havana","gene",21690403,21812357,".","-",".","GFRA2","ENSG00000168546",121955,"2675"
"2335145","8","ensembl_havana","gene",21908873,21913860,".","-",".","DOK2","ENSG00000147443",4988,"9046"
"2335209","8","ensembl_havana","gene",21919671,22006585,".","+",".","XPO7","ENSG00000130227",86915,"23039"
"2335384","8","ensembl_havana","gene",22024125,22036897,".","+",".","NPM2","ENSG00000158806",12773,"10361"
